headline,description,date
Is­raeli po­lice ar­rest two over Jerusalem ceme­tery van­dal­ism,Two teenagers are sus­pect­ed of van­dal­is­ing more than 30 graves at the Protes­tant Mount Zion Ceme­tery in Jerusalem.,06-01-2023
HRW for­mer head de­nied Har­vard fel­low­ship over ‘anti-Is­rael bias’,"Ken­neth Roth, the long­time head of Hu­man Rights Watch, had his fel­low­ship of­fer re­scind­ed.",06-01-2023
"UN Se­cu­ri­ty Coun­cil stress­es Al-Aqsa sta­tus quo, takes no ac­tion","Pales­tin­ian en­voy: ‘What red line does Is­rael need to cross for the Se­cu­ri­ty Coun­cil to fi­nal­ly say, enough is enough?’",06-01-2023
The far-right move­ment at the heart of Is­rael’s new gov­ern­ment,This is why Is­rael’s new gov­ern­ment is the most far-right in its his­to­ry.,05-01-2023
Is­raeli forces kill 16-year-old Pales­tin­ian in Nablus,Amer Abu Za­y­toon is the fourth Pales­tin­ian to be killed this year by Is­raeli forces in the oc­cu­pied West Bank.,05-01-2023
Longest-serv­ing Pales­tin­ian pris­on­er re­leased from Is­raeli prison,"Karim You­nis, 66, has been re­leased from Is­raeli pris­ons af­ter serv­ing 40 years for the killing of an Is­raeli sol­dier.",05-01-2023
Pales­tin­ian vil­lagers in Masafer Yat­ta face im­me­di­ate ex­pul­sion,"Pales­tin­ian res­i­dents of Masafer Yat­ta, in the oc­cu­pied West Bank, have been told they will be dis­placed im­mi­nent­ly.",04-01-2023
The men­ace lurk­ing in Pales­tine’s beau­ti­ful green spaces,Set­tlers are vi­o­lent­ly block­ing Pales­tini­ans from ac­cess­ing the green spaces of the oc­cu­pied West Bank.,04-01-2023
Arch­bish­op says des­e­cra­tion of Jerusalem ceme­tery a ‘hate crime’,An­gli­can Arch­bish­op Hosam Naoum says Is­rael is fac­ing ‘re­li­gious rad­i­cal­ism’ as Chris­t­ian graves are van­dalised.,04-01-2023
"UAE, Chi­na call for UN meet­ing over Ben-Gvir’s Al-Aqsa vis­it","The UN Se­cu­ri­ty Coun­cil is ex­pect­ed to con­vene on Thurs­day, ac­cord­ing to diplo­mats.",04-01-2023
Is­rael’s Ben-Gvir en­ters Al-Aqsa: Why was it seen as provoca­tive?,The far-right Is­raeli na­tion­al se­cu­ri­ty min­is­ter was warned that his move could spark vi­o­lence – by Is­rael’s for­mer PM.,03-01-2023
Is­raeli forces kill Pales­tin­ian teenag­er in Beth­le­hem,"Adam Ayyad, 15, was killed dur­ing an Is­raeli army raid on the Dheisheh refugee camp in Beth­le­hem.",03-01-2023
Is­rael far-right min­is­ter en­ters Al-Aqsa in ‘provo­ca­tion’,Ben-Gvir’s vis­it to the Al-Aqsa Mosque com­pound prompts con­dem­na­tions from Pales­tini­ans and sev­er­al Arab coun­tries.,03-01-2023
"Re­port­ing in Gaza, a new year brings the same harsh re­al­i­ty","Life in Gaza has a re­cur­rent theme, one of repet­i­tive hard­ships, with­out the prospect of any im­prove­ment.",02-01-2023
Is­raeli forces kill two Pales­tin­ian men in oc­cu­pied West Bank,Mo­ham­mad Hoshiyeh and Fouad Abed were the first Pales­tini­ans killed by Is­raeli forces this year.,02-01-2023
What are the le­gal con­se­quences of Is­rael’s oc­cu­pa­tion?,The UN has passed a res­o­lu­tion to seek the le­gal opin­ion of the In­ter­na­tion­al Court of Jus­tice.,01-01-2023
UN seeks ICJ opin­ion on Is­rael’s il­le­gal oc­cu­pa­tion of Pales­tine,The res­o­lu­tion will see In­ter­na­tion­al Court of Jus­tice give opin­ion on Is­rael’s oc­cu­pa­tion of Pales­tin­ian ter­ri­to­ry.,31-12-2022
The beau­ty and beasts in Jerusalem,Is­rael’s at­tack on Shireen Abu Ak­leh’s fu­ner­al haunt­ed me the most in 2022.,30-12-2022
Is­raeli land reg­is­tra­tion threat­ens Pales­tin­ian mass ex­pul­sion,Pales­tini­ans fear a con­tin­u­ing Is­raeli plan to re­solve prop­er­ty own­er­ship claims will evict them from their homes.,30-12-2022
What do Pales­tini­ans think of Is­rael’s new far-right gov­ern­ment?,"While some Pales­tini­ans see the new gov­ern­ment as no dif­fer­ent from pre­vi­ous ones, oth­ers are wor­ried.",30-12-2022
Is­rael charges two sol­diers for re­venge at­tack on Pales­tini­ans,Is­raeli sol­diers very sel­dom face pros­e­cu­tion and con­vic­tion for crimes com­mit­ted against Pales­tini­ans.,30-12-2022
Biden says he looks for­ward to work­ing with Ne­tanyahu’s new gov’t,"US pres­i­dent calls Is­raeli prime min­is­ter ‘friend for decades’, ig­nores con­cerns about rise of far-right politi­cians.",29-12-2022
Who are the min­is­ters lead­ing Is­rael’s new far-right gov­ern­ment?,"Top min­is­ters in Is­rael’s new right-wing, re­li­gious­ly con­ser­v­a­tive cab­i­net head­ed by Ne­tanyahu in­clude il­le­gal set­tlers.",29-12-2022
Who is Is­rael’s new Prime Min­is­ter Ben­jamin Ne­tanyahu?,Is­rael’s longest-serv­ing pre­mier has ush­ered in the coun­try’s most re­li­gious and hard­line gov­ern­ment in his­to­ry.,29-12-2022
Is­rael is weapon­is­ing Pales­tin­ian chil­dren’s rights,"In­stead of dis­re­gard­ing child rights and in­ter­na­tion­al law, Is­rael is us­ing them to per­fect and jus­ti­fy its vi­o­lence.",29-12-2022
Ben­jamin Ne­tanyahu re­turns as PM of Is­rael’s most far-right gov’t,The new gov­ern­ment seeks to ex­pand il­le­gal set­tle­ments in oc­cu­pied West Bank and pur­sue oth­er anti-Pales­tin­ian poli­cies.,29-12-2022
Ne­tanyahu gov’t says West Bank set­tle­ment ex­pan­sion top pri­or­i­ty,Is­rael’s in­com­ing far-right gov­ern­ment made the an­nounce­ment a day be­fore it is set to be sworn into of­fice.,28-12-2022
Is­rael an­nounces ar­rest of No­vem­ber Jerusalem bomb­ing sus­pect,"Is­lam Faroukh, a Pales­tin­ian me­chan­i­cal en­gi­neer, was ar­rest­ed a few days af­ter No­vem­ber’s bomb­ing at­tacks in Jerusalem.",27-12-2022
Re­turn­ing to Gaza’s berries un­der block­ade,"Gaza’s past and present, through the sto­ry of its straw­ber­ries.",26-12-2022
Six ma­jor de­vel­op­ments that shaped 2022 for Pales­tini­ans,The UN called 2022 the dead­liest year for Pales­tini­ans in the Is­raeli-oc­cu­pied West Bank in 16 years.,26-12-2022
"Ronal­do dropped be­cause of ‘po­lit­i­cal ban’, says Er­do­gan",The Turk­ish leader says the Por­tuguese foot­baller is ‘some­one who stands for the Pales­tin­ian cause’.,26-12-2022
"Beth­le­hem re­bounds from pan­dem­ic, lift­ing Christ­mas spir­its",Tourists flock to the oc­cu­pied West Bank city to cel­e­brate Christ­mas af­ter pan­dem­ic re­stric­tions were lift­ed.,24-12-2022
‘An emp­ty seat at the ta­ble’: Christ­mas with­out Shireen Abu Ak­leh,"She was a renowned jour­nal­ist, but to her niece, Shireen was a Christ­mas-lov­ing aunt and the ‘back­bone’ of the fam­i­ly.",24-12-2022
"Is­raeli po­lice kill Pales­tin­ian, ac­cuse him of ‘at­tack’",Fam­i­ly de­nies the Pales­tin­ian cit­i­zen of Is­rael had at­tempt­ed to ram Is­raeli of­fi­cers with a car in Kafr Qasim.,23-12-2022
Pales­tin­ian foot­baller killed by Is­rael in West Bank: Medics,Is­raeli forces shot dead the 23-year-old Pales­tin­ian and wound­ed five oth­ers in Nablus dur­ing a raid.,22-12-2022
What role will ‘Re­li­gious Zion­ism’ have in the next Is­raeli govt?,"Re­li­gious Zion­ism is a grow­ing force in Is­rael, and will have a strong pres­ence in the next Is­raeli gov­ern­ment.",22-12-2022
Is­rael’s Ne­tanyahu says deal agreed with far-right to form gov’t,Ben­jamin Ne­tanyahu’s agree­ment sees him re­turn to pow­er as head of the most right-wing coali­tion in Is­rael’s his­to­ry.,22-12-2022
Why do so few Is­raelis refuse the mil­i­tary draft?,"Many get out of the draft, but few open­ly refuse.",21-12-2022
"Ne­tanyahu, the god­fa­ther of mod­ern Is­raeli fas­cism",Is­rael’s next Ne­tanyahu-led coali­tion gov­ern­ment may be the most ex­trem­ist in its his­to­ry.,21-12-2022
Pales­tin­ian pris­on­er di­ag­nosed with can­cer dies in Is­rael cus­tody,Pales­tin­ian of­fi­cials and rights groups had long called for Abu Hmaid’s re­lease af­ter he was di­ag­nosed with can­cer.,20-12-2022
Pales­tin­ian Amer­i­can re­leased from Is­raeli de­ten­tion,Hala Kasim Salameh’s fam­i­ly said she had a per­mit to en­ter Jerusalem but was ar­rest­ed by Is­raeli au­thor­i­ties.,19-12-2022
Where do Pales­tini­ans stand on the war in Ukraine?,Pales­tini­ans have been ac­cused of be­ing pro-Rus­sia. But they are just tired of nev­er-end­ing West­ern hypocrisy.,19-12-2022
Pales­tin­ian-French rights lawyer Ham­mouri de­port­ed by Is­rael,Ham­mouri had been held in Is­raeli ad­min­is­tra­tive de­ten­tion based on ‘se­cret ev­i­dence’ with­out charges since March.,18-12-2022
Pales­tin­ian broth­ers killed af­ter set­tler runs them over: Re­ports,"The broth­ers were fix­ing a tire when an Is­raeli set­tler ‘de­lib­er­ate­ly’ ran a car into them, lo­cal me­dia re­port­ed.",17-12-2022
Is­raeli forces kill Pales­tin­ian teen in oc­cu­pied West Bank raid,"Jana Ma­j­di Za­karneh, 16, was shot dead while stand­ing on the roof of her home dur­ing an Is­raeli mil­i­tary raid on Jenin.",12-12-2022
Ger­many is tar­get­ing post-colo­nial thinkers for a rea­son,Post­colo­nial­ism is threat­en­ing the Ger­man state’s per­cep­tion of its na­tion­al iden­ti­ty and that of Is­rael.,12-12-2022
Im­puni­ty and in­dif­fer­ence: At­tacks on Pales­tini­ans in­crease,"Killings of Pales­tini­ans get doc­u­ment­ed as they hap­pen, yet vi­o­lence isn’t eas­ing. Plus, Mid­dle East’s first World Cup.",10-12-2022
"Is­rael kills three Pales­tini­ans in Jenin, gen­er­al strike called",Is­raeli forces kill three Pales­tin­ian men in a raid on Jenin and its refugee camp in the north­ern oc­cu­pied West Bank.,08-12-2022
World Cup 2022: Pales­tine beats Is­rael on foot­ball’s big stage,How Pales­tine won Qatar 2022 with­out even play­ing in it.,07-12-2022
In­com­ing Is­raeli min­is­ter calls for ex­pul­sion of Al Jazeera,Far-right Ita­mar Ben-Gvir’s com­ments come as the net­work takes Shireen Abu Ak­leh’s killing to the ICC.,07-12-2022
US op­pos­es Al Jazeera’s push to take the Abu Ak­leh case to ICC,Wash­ing­ton re­it­er­ates calls for ‘ac­count­abil­i­ty’ al­though Is­rael ruled out crim­i­nal probe into killing of jour­nal­ist.,06-12-2022
What is in Al Jazeera dossier for the ICC on Abu Ak­leh’s killing?,Tes­ti­monies in dossier show re­porter’s killing has led to crip­pling fear among Pales­tin­ian jour­nal­ists for their safe­ty.,06-12-2022
Analy­sis: Her­zog’s Gulf trip aims to con­sol­i­date Abra­ham Ac­cords,Is­raeli pres­i­dent’s vis­its to Bahrain and UAE can be in­ter­pret­ed as a de­sire to con­sol­i­date diplo­mat­ic gains .,06-12-2022
Al Jazeera takes the killing of Shireen Abu Ak­leh to the ICC,"Ev­i­dence it pre­sent­ed over­turns claims by Is­raeli au­thor­i­ties that Abu Ak­leh was killed in a cross­fire, net­work says.",06-12-2022
Pales­tin­ian man killed by Is­raeli fire near Beth­le­hem,The killing re­port­ed­ly oc­curred dur­ing an Is­raeli raid and comes amid an on­go­ing crack­down in the oc­cu­pied West Bank.,05-12-2022
Blinken warns Ne­tanyahu on an­nex­a­tion of oc­cu­pied West Bank,US diplo­mat Blinken said he will op­pose set­tle­ments but stopped short of com­ment­ing on Ne­tanyahu’s far-right cab­i­net.,04-12-2022
Is­raeli war­planes at­tack Gaza as EU calls for ‘ac­count­abil­i­ty’,Air raids on Gaza come in a week where 10 Pales­tini­ans have been killed by Is­raeli forces in the oc­cu­pied West Bank.,04-12-2022
‘Ex­e­cut­ed in cold blood’: Pales­tini­ans re­act to pub­lic killing,Pales­tin­ian ac­tivists and so­cial me­dia users called for a re­sponse against Is­raeli crimes and killings against them.,03-12-2022
Is­raeli po­lice ac­cused of ‘ex­e­cut­ing’ Pales­tin­ian in West Bank,Pales­tin­ian for­eign min­istry con­demned the killing as an ex­e­cu­tion meant to es­ca­late spi­ralling vi­o­lence in West Bank.,02-12-2022
Is­rael to de­port Pales­tin­ian lawyer to France,"De­por­ta­tion of Salah Ham­mouri, Pales­tin­ian-French hu­man rights lawyer comes af­ter Is­rael re­voked his Jerusalem res­i­den­cy",02-12-2022
The Killing of Shireen Abu Ak­leh,Fault Lines in­ves­ti­gates the killing of Al Jazeera jour­nal­ist Shireen Abu Ak­leh by Is­raeli mil­i­tary forces.,01-12-2022
Nak­ba film streams on Net­flix de­spite Is­raeli threats,"Farha de­picts the eth­nic cleans­ing of Pales­tini­ans in 1948, when at least 750,000 were forced from their homes.",01-12-2022
Two Pales­tini­ans killed by Is­rael in Jenin refugee camp raid,The two men were re­port­ed by lo­cal and re­gion­al me­dia to be lead­ers of a lo­cal bat­tal­ion that was part of Is­lam­ic Ji­had.,01-12-2022
Pho­tos: Pales­tin­ian flags fly high at the World Cup in Qatar,Pales­tini­ans dis­play their flag dur­ing match­es and in the streets of Qatar dur­ing the World Cup.,29-11-2022
West Bank: Two broth­ers among five Pales­tini­ans killed by Is­rael,"Jawad and Dhafr Ri­mawi were killed dur­ing an Is­raeli raid near Ra­mal­lah, while an­oth­er man was killed near He­bron.",29-11-2022
Just an­oth­er dead Pales­tin­ian,"This past Mon­day morn­ing, Is­rael killed Mah­moud al-Saa­di on his way to school. We should not for­get him and how he died.",25-11-2022
Pales­tini­ans wave their flag high at the Qatar World Cup,"Pales­tini­ans liv­ing in Qatar, as well as those vis­it­ing, are tak­ing ad­van­tage of the world’s at­ten­tion on the World Cup",24-11-2022
"‘Anger, sad­ness’: Thou­sands mourn Pales­tini­ans killed by Is­rael",The two men died from their wounds af­ter be­ing shot by Is­raeli forces.,24-11-2022
Is­raeli forces de­mol­ish Pales­tin­ian school in Masafer Yat­ta,The school served 22 stu­dents from four dif­fer­ent vil­lages in the south­ern re­gion of the oc­cu­pied West Bank.,23-11-2022
Is­raeli forces kill Pales­tin­ian stu­dent ‘on his way to school’,"Mah­moud al-Saa­di, 18, was killed by the Is­raeli army on his way to school from the Jenin refugee camp, Pales­tini­ans say.",21-11-2022
Pales­tini­ans mourn 21 killed in ‘cat­a­stroph­ic’ Gaza build­ing fire,Hamas au­thor­i­ties gov­ern­ing the Gaza Strip said an in­ves­ti­ga­tion is un­der way to de­ter­mine the cause of the fire.,18-11-2022
Is­rael’s Ne­tanyahu agrees to le­galise West Bank set­tler out­posts,In­com­ing Is­raeli PM promis­es far-right ally Ben Gvir that il­le­gal set­tler out­posts will be le­galised.,17-11-2022
Pales­tin­ian shot dead in West Bank af­ter killing Is­raelis,"Mo­ham­mad Souf, 18, stabbed sev­er­al Is­raelis at the Ariel set­tle­ment’s in­dus­tri­al en­trance in the oc­cu­pied West Bank.",15-11-2022
US to open in­ves­ti­ga­tion into Shireen Abu Ak­leh killing: Re­ports,Mul­ti­ple Is­raeli news out­lets say US au­thor­i­ties in­formed Is­rael that they will probe Al Jazeera jour­nal­ist’s killing.,14-11-2022
Is­raeli army kills Pales­tin­ian teenag­er in oc­cu­pied West Bank,"Ful­la Ras­mi Ab­de­lazeez Masalmeh, 15, was shot and killed by the Is­raeli army while in a ve­hi­cle near Ra­mal­lah.",14-11-2022
In­side the Li­ons’ Den: Will Pales­tin­ian re­sis­tance keep grow­ing?,"Nablus’ Old City has emerged as a hub of armed re­sis­tance in the oc­cu­pied West Bank, which Is­rael wants to crush.",11-11-2022
"For Shireen Abu Ak­leh, a uni­ver­si­ty project be­came per­son­al",Abu Ak­leh high­light­ed the plight of a young man who was de­nied an ID by Is­raeli au­thor­i­ties for more than 20 years.,11-11-2022
US slams far-right Is­raeli law­mak­er for at­tend­ing Ka­hane memo­r­i­al,State De­part­ment ac­cus­es Ne­tanyahu ally Ita­mar Ben-Gvir of ‘cel­e­brat­ing the lega­cy of a ter­ror­ist or­gan­i­sa­tion’.,10-11-2022
FIFA an­nounces Tel Aviv-Doha char­ter flights for Qatar World Cup,"FIFA says it bro­kered the deal, but Qatar in­sists its stance on nor­mal­is­ing ties with Is­rael re­mains un­changed.",10-11-2022
Film fes­ti­val brings Pales­tin­ian his­to­ry to life,Near­ly 60 lo­cal and in­ter­na­tion­al films were screened dur­ing the ninth edi­tion of the Pales­tine Cin­e­ma Days fes­ti­val.,10-11-2022
Pales­tin­ian teenag­er killed as Is­raeli MPs hold event in Nablus,"Mah­di Hashash, 15, was killed when a hand-made ex­plo­sive blew up in his hand dur­ing an Is­raeli army raid on Nablus.",09-11-2022
Biden con­grat­u­lates Is­rael’s Ne­tanyahu in phone call,"US pres­i­dent un­der­scored his ‘un­wa­ver­ing sup­port for Is­raeli se­cu­ri­ty’ in call with in­com­ing PM, White House says.",07-11-2022
US again backs two-state so­lu­tion in call to Pales­tin­ian leader,The US sec­re­tary of state reaf­firms US com­mit­ment to a two-state so­lu­tion in call with Pres­i­dent Mah­moud Ab­bas.,05-11-2022
Killing jour­nal­ists: Qatar ex­press­es ‘deep con­cern’ over im­puni­ty,Al Jazeera jour­nal­ist Shireen Abu Ak­leh was shot dead by an Is­raeli sniper in May but no one has been held ac­count­able.,05-11-2022
"Turnout low, and Pales­tini­ans di­vid­ed, af­ter Is­rael elec­tions",Some 55 per­cent of el­i­gi­ble Pales­tin­ian vot­ers in Is­rael par­tic­i­pat­ed in par­lia­men­tary elec­tions.,04-11-2022
Is­raeli fight­er jets hit Gaza af­ter re­ports of rock­et fire,"Gaza has been qui­et since Is­rael’s three-day of­fen­sive in Au­gust, but events in the West Bank have led to ten­sions.",04-11-2022
Is­rael’s US back­ers face ‘mo­ment of reck­on­ing’ as far right ris­es,Ex­perts say Is­rael sup­port­ers in Wash­ing­ton will have more trou­ble de­fend­ing its poli­cies as gov’t moves fur­ther right.,03-11-2022
"Is­rael kills 4 Pales­tini­ans in oc­cu­pied West Bank, East Jerusalem","One man, Daoud Rayan, was killed in Beit Duqqu a day af­ter a man from the town was killed near a check­point.",03-11-2022
"Arab League says Pales­tin­ian cause cen­tral, gloss­es over Is­rael",The clos­ing de­c­la­ra­tion of the Arab lead­ers’ sum­mit re­flects a re­gion­al di­vide on friend­ly re­la­tions with Is­rael.,02-11-2022
Pales­tin­ian killed in oc­cu­pied West Bank af­ter ‘wound­ing sol­dier’,"Is­raeli army ac­cused Habis Ab­del Hafeez Rayan, 54, of run­ning over an Is­raeli sol­dier at Beit Sira check­point.",02-11-2022
Ne­tanyahu tipped to re­turn as Is­rael PM af­ter far-right surge,"Exit polls sug­gest vet­er­an politi­cian will be able to form coali­tion with ‘Re­li­gious Zion­ism’, which plans ma­jor changes",02-11-2022
Far-right Ben-Gvir emerges as key play­er in Is­rael,"As Is­rael faces fifth poll in less than four years, ris­ing ten­sion is boost­ing sup­port for the no­to­ri­ous politi­cian.",01-11-2022
‘Lack of hope’: How will Pales­tini­ans vote in Is­raeli elec­tions?,Al Jazeera looks at the Pales­tin­ian par­ties par­tic­i­pat­ing in Is­raeli elec­tions this year and what res­i­dents are say­ing.,31-10-2022
Is­raeli forces kill two Pales­tini­ans in oc­cu­pied Nablus,"Imad Abu Rasheed, 47, and Ramzi Zabara, 35, were killed by the Is­raeli army south of Nablus in the oc­cu­pied West Bank.",28-10-2022
"With un­rest in West Bank, US and Is­raeli pres­i­dents fo­cus on Iran",Is­rael’s Isaac Her­zog says he ‘main­ly’ dis­cussed Iran-re­lat­ed is­sues dur­ing talks at the White House with Joe Biden.,26-10-2022
Who are the Li­ons’ Den armed group in the oc­cu­pied West Bank?,The new­ly-emerged group has claimed sev­er­al at­tacks against Is­raelis and says it aims to unite Pales­tini­ans.,26-10-2022
"Pales­tini­ans in Gaza protest, strike in sol­i­dar­i­ty with Nablus",Thou­sands in Gaza take to the streets to protest the killing of six Pales­tini­ans by Is­raeli forces.,26-10-2022
‘State of sad­ness’: Thou­sands mourn Pales­tini­ans killed by Is­rael,"5 Pales­tini­ans, in­clud­ing three armed re­sis­tance fight­ers, were killed in large raid on Nablus in oc­cu­pied West Bank.",25-10-2022
Is­rael ap­points set­tler as army chief in oc­cu­pied West Bank,Crit­ics say Herzi Hale­vi’s ap­point­ment lays bare just how in­ter­con­nect­ed set­tlers and the mil­i­tary tru­ly are.,24-10-2022
Is­raeli forces kill Pales­tin­ian teen in Jenin raid,"Salah al-Brai­ki, 19, was killed dur­ing armed clash­es and con­fronta­tions fol­low­ing Is­raeli army raid on Jenin.",21-10-2022
ACLU asks top US court to re­view law against boy­cotting Is­rael,"Arkansas anti-BDS law in­fringes on free­dom of ex­pres­sion grant­ed by US Con­sti­tu­tion, rights group tells Supreme Court.",20-10-2022
Pales­tini­ans strike in West Bank and Jerusalem af­ter two killings,Con­fronta­tions break out with Is­raeli forces af­ter teen dies and sus­pect in Jerusalem at­tack killed in shootout.,20-10-2022
Is­raeli set­tlers at­tack Pales­tini­ans in Nablus amid army siege,"Set­tlers car­ry out in­creased at­tacks in Nablus, in­jur­ing dozens of Pales­tini­ans amid height­ened ten­sion in West Bank.",19-10-2022
NGO warns of le­gal ac­tion if UK em­bassy moved to Jerusalem,In­ter­na­tion­al Cen­tre of Jus­tice for Pales­tini­ans says there are ‘strong grounds’ to legal­ly op­pose em­bassy re­lo­ca­tion.,19-10-2022
Aus­tralia re­vers­es recog­ni­tion of Jerusalem as Is­rael’s cap­i­tal,For­eign Min­is­ter Pen­ny Wong says gov­ern­ment ‘re­grets’ de­ci­sion made by pre­vi­ous ad­min­is­tra­tion.,18-10-2022
Home­grown In­sta­gram in­flu­encers high­light Gaza’s plight,Meet three in­flu­encers who take to so­cial me­dia to dis­cuss the con­di­tions in­flict­ed on the Gaza Strip.,17-10-2022
Is­raeli Pres­i­dent Isaac Her­zog to vis­it White House next week,White House says Joe Biden and Her­zog will dis­cuss deep­en­ing re­gion­al in­te­gra­tion and ‘iron­clad’ US-Is­rael re­la­tion­ship.,17-10-2022
Is­rael kills two Pales­tini­ans in Jenin as set­tler at­tacks spike,At least 160 Pales­tini­ans killed by Is­raeli forces in the oc­cu­pied ter­ri­to­ries since the be­gin­ning of the year.,14-10-2022
"Pales­tin­ian leader Ab­bas meets Putin, rules out US me­di­a­tor role",Pales­tin­ian Pres­i­dent Mah­moud Ab­bas re­stat­ed his reser­va­tions about the US role in re­solv­ing the con­flict with Is­rael.,13-10-2022
Is­raeli forces kill Pales­tin­ian in West Bank: Min­istry,"Us­ama Adawai, 18, was hit by live fire to the stom­ach in Al-Aroub refugee camp, health min­istry says.",12-10-2022
Pales­tini­ans strike against Is­raeli siege on Jerusalem camp,"Is­raeli forces block en­trances and ex­its to Shuafat refugee camp and near­by ar­eas, af­fect­ing more than 100,000 peo­ple.",12-10-2022
Pales­tin­ian fight­ers kill Is­raeli sol­dier in oc­cu­pied West Bank,Killing of Is­raeli sol­dier near Jenin comes days af­ter an­oth­er was shot dead at check­point in oc­cu­pied East Jerusalem.,11-10-2022
Pales­tin­ian child shot by Is­raeli army in Jenin dies from wounds,"Is­raeli sol­diers or set­tlers have killed 25 Pales­tini­ans un­der 18 since the start of the year, a rights group says.",10-10-2022
What’s be­hind ris­ing vi­o­lence be­tween Is­raelis and Pales­tini­ans?,Dozens have been killed in Is­raeli mil­i­tary raids and at­tacks in the most vi­o­lent year since 2015.,09-10-2022
Is­rael to pay fam­i­ly of dead Pales­tin­ian Amer­i­can de­tainee,"Is­rael to com­pen­sate Omar Asaad’s fam­i­ly with $141,000 af­ter he was de­tained by Is­raeli sol­diers and died in Jan­u­ary.",09-10-2022
UK arch­bish­op ‘con­cerned’ over em­bassy move to Jerusalem,Prime Min­is­ter Liz Truss has told her Is­raeli coun­ter­part that she is weigh­ing the pos­si­ble re­lo­ca­tion from Tel Aviv.,09-10-2022
Is­raeli forces kill two Pales­tin­ian teens in oc­cu­pied West Bank,"Is­raeli forces shot the teenagers in sep­a­rate in­ci­dents, amid the dead­liest year in the oc­cu­pied West Bank since 2008.",07-10-2022
Pho­tos: Gaza strug­gles to ac­com­mo­date the liv­ing and the dead,"The dense­ly pop­u­lat­ed Gaza strug­gles with the de­mand for new hous­ing, as peo­ple find homes in ceme­ter­ies.",06-10-2022
The dig­i­tal oc­cu­pa­tion of Pales­tine,Es­sen­tial Mid­dle East ex­am­ines whether so­cial me­dia com­pa­nies aid in Is­rael’s dig­i­tal oc­cu­pa­tion of Pales­tine.,06-10-2022
"Is­raeli sol­diers kill Pales­tin­ian, wound two jour­nal­ists","A Pales­tin­ian man was shot dead and at least two oth­ers were in­jured in the town of Deir al-Hatab, east of Nablus.",05-10-2022
Is the Book­ing.com re­ver­sal on Pales­tine cor­po­rate hypocrisy?,For­eign com­pa­nies work­ing in il­le­gal set­tle­ments im­pli­cate them­selves in vi­o­la­tions of Pales­tini­ans’ rights: An­a­lysts.,05-10-2022
"EU, Is­rael hold first high-lev­el talks in 10 years","Bloc seeks re­sump­tion of a ‘po­lit­i­cal process that can lead to a two-state so­lu­tion’, for­eign pol­i­cy chief says.",03-10-2022
Pales­tini­ans killed by Is­raeli army near Ra­mal­lah,Pales­tini­ans re­ject Is­raeli army claim that the men had at­tempt­ed to car­ry out car-ram­ming at­tack.,03-10-2022
"Pales­tini­ans mourn boy, 7, who died from ‘fear’ of Is­raeli forces","Fu­ner­al of Rayan Suleiman, who died af­ter be­ing chased by Is­raeli troops, took place in the oc­cu­pied West Bank.",30-09-2022
"Spot­light­ing Pales­tin­ian cul­ture, de­spite Is­raeli re­stric­tions","Pales­tin­ian cul­tur­al fes­ti­val in Jerusalem is crit­i­cal for pre­serv­ing iden­ti­ty un­der mil­i­tary oc­cu­pa­tion, res­i­dents say.",29-09-2022
Is­rael ex­tends de­ten­tion of Pales­tin­ian pris­on­er Khalil Awawdeh,"An Is­raeli court ex­tend­ed Khalil Awawdeh’s de­ten­tion, days be­fore his re­lease.",29-09-2022
"Is­raeli forces kill four Pales­tini­ans, wound dozens in Jenin raid","Is­raeli forces be­gan a large-scale raid on Wednes­day morn­ing in Jenin, the lat­est in a se­ries of near-dai­ly raids.",28-09-2022
"Pales­tini­ans ar­rest­ed, in­jured as far-right Jews en­ter Al-Aqsa","Ul­tra­na­tion­al­ist Jews en­tered un­der Is­raeli po­lice pro­tec­tion, with re­stric­tions im­posed on Pales­tin­ian move­ment.",26-09-2022
Thir­ty Pales­tin­ian pris­on­ers held in Is­rael launch hunger strike,"The group is be­ing held un­der ad­min­is­tra­tive de­ten­tion, an Is­raeli pol­i­cy that im­pris­ons them with­out charge or tri­al.",25-09-2022
Sec­ond Pales­tin­ian killed in Nablus by Is­raeli forces in 24 hours,"The sec­ond man, killed on Sun­day morn­ing, was iden­ti­fied as Saed al-Koni, re­port­ed­ly a Pales­tin­ian fight­er.",25-09-2022
Hell re­vis­it­ed: Sur­viv­ing Is­rael’s bombs to get mar­ried,"For Pales­tini­ans like Dr Izzeldin Abue­laish, plan­ning a wed­ding is about haz­ard, hope and painful mem­o­ries of loss.",25-09-2022
Pales­tin­ian com­ic fans de­nounce Mar­vel’s ‘Sabra’ as pro­pa­gan­da,Pales­tin­ian artists say Mar­vel’s move to fea­ture Is­raeli ‘su­per­hero’ is ex­ten­sion of west­ern bias in favour of Is­rael.,25-09-2022
Is­raeli forces ac­cused of killing ‘de­fence­less Pales­tin­ian’ man,"Is­rael says the 36-year-old man ‘at­tempt­ed ram­ming at­tack’, but Pales­tini­ans say it was a ‘traf­fic ac­ci­dent’.",24-09-2022
Pales­tini­ans in West Bank’s Masafer Yat­ta de­cry set­tler at­tacks,Pales­tini­ans in the Masafer Yat­ta re­gion of the oc­cu­pied West Bank de­nounce at­tacks by Is­raeli set­tlers.,23-09-2022
